38,61,697.0,2,3,2,4,2,3,4,1,1,2,1,3,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
39,27,224.0,3,4,3,4,1,3,1,1,4,5,5,4,5,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
40,35,377.0,3,3,3,3,3,4,5,4,4,4,4,4,4,5,11.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
41,67,296.0,2,4,5,2,4,5,5,2,2,5,2,5,2,4,40.0,49.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
42,29,1090.0,0,0,0,5,5,0,5,5,5,3,5,5,4,5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
43,54,752.0,2,4,2,3,4,5,4,5,5,2,5,4,5,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
44,53,3083.0,0,0,0,5,5,4,5,2,2,2,2,1,2,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
45,30,1139.0,2,4,3,3,4,3,4,4,1,2,4,1,4,4,24.0,17.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
46,36,419.0,2,5,5,5,2,2,2,2,1,2,1,3,1,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,satisfied
47,45,3709.0,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
48,45,355.0,2,3,3,3,5,2,5,2,2,2,2,5,2,2,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,satisfied
49,47,1737.0,5,3,5,5,3,5,4,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
50,60,416.0,3,5,3,1,2,2,5,5,5,3,5,2,5,5,106.0,98.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,neutral or dissatisfied
51,41,1966.0,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
52,41,3750.0,4,4,4,4,4,4,4,4,4,4,5,4,3,4,168.0,182.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
53,41,130.0,3,3,3,3,4,3,5,5,5,4,4,5,5,5,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
54,45,3722.0,3,5,5,5,2,4,4,3,3,4,3,4,3,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
55,52,758.0,4,2,4,3,2,3,3,3,3,4,3,4,3,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
56,60,3294.0,2,4,2,4,4,4,4,2,2,2,2,4,2,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
57,26,1024.0,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
58,53,399.0,3,4,3,3,2,4,5,5,5,5,5,5,5,5,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
59,57,3423.0,0,4,0,3,3,3,3,2,2,2,2,5,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
60,22,447.0,0,1,0,2,2,0,2,2,3,2,4,3,4,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
61,44,1828.0,1,1,1,1,3,5,4,2,2,2,2,4,2,3,1.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
62,37,3137.0,1,2,1,1,2,2,2,5,5,5,5,5,5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
63,8,691.0,3,4,3,3,3,3,3,3,3,2,4,5,5,3,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
64,59,591.0,4,4,4,4,4,4,4,4,1,2,4,1,4,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
65,39,3446.0,3,3,3,3,5,4,5,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
66,63,2106.0,4,2,4,4,2,4,3,1,1,4,1,4,1,1,2.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
67,52,728.0,4,1,1,1,2,2,4,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,satisfied
68,60,2259.0,5,5,4,5,3,5,4,4,4,4,4,3,4,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
69,40,1937.0,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
70,43,2825.0,1,1,1,1,3,4,5,5,5,5,5,5,5,3,16.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
71,36,2490.0,2,3,3,3,3,4,4,3,3,3,2,4,3,2,44.0,23.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
72,62,89.0,2,5,2,5,4,5,5,1,1,2,1,5,1,4,61.0,52.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
73,16,883.0,3,4,3,3,1,3,1,1,5,3,4,2,3,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
74,22,2565.0,2,2,2,4,5,2,5,5,2,5,3,4,3,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
75,12,205.0,4,4,4,2,1,4,1,1,5,1,3,1,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,neutral or dissatisfied
76,40,562.0,4,5,5,5,4,4,4,4,1,5,3,4,3,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
77,14,1118.0,3,5,2,1,2,2,2,2,4,4,5,4,4,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
78,20,86.0,4,2,5,4,2,5,2,2,1,1,3,1,4,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
79,22,349.0,2,4,2,1,4,2,4,4,4,5,4,4,5,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,neutral or dissatisfied
80,31,819.0,4,4,4,4,5,5,5,5,5,4,3,1,5,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
81,47,554.0,1,5,2,4,5,5,5,4,4,2,4,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
82,59,448.0,2,0,2,1,3,2,1,3,1,3,2,2,3,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
83,62,1009.0,2,5,2,3,5,2,4,5,3,3,5,3,5,5,28.0,24.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
84,23,585.0,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37.0,47.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
85,52,551.0,2,3,2,2,1,1,5,3,3,2,3,4,3,5,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
86,31,1874.0,3,3,3,3,5,5,5,5,4,5,4,4,4,5,19.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
87,17,853.0,3,4,3,5,1,3,1,1,3,5,5,3,5,1,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
88,44,95.0,1,1,1,3,5,1,5,5,4,5,4,4,3,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
89,49,2133.0,1,3,0,3,3,0,2,3,2,3,3,4,4,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
90,17,357.0,1,4,1,3,1,1,1,4,4,3,3,1,4,1,163.0,179.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
91,41,209.0,4,4,4,4,1,3,3,2,2,2,4,1,2,2,95.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
92,53,844.0,4,5,5,5,4,4,4,4,3,5,3,3,4,4,33.0,19.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,satisfied
93,35,302.0,3,2,3,4,3,3,3,3,2,5,4,3,4,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
94,25,496.0,4,4,4,4,4,4,4,4,3,2,5,4,5,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
95,33,337.0,4,4,4,1,2,4,2,2,4,4,4,4,4,2,87.0,75.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
96,46,3145.0,5,5,5,5,2,4,4,5,5,5,5,4,5,3,21.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
97,44,3859.0200000000004,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
98,61,399.0,3,3,3,5,4,3,1,4,4,2,3,1,3,4,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
99,30,1900.0,1,1,1,1,4,4,4,4,5,5,4,4,4,4,8.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
100,17,759.0,2,5,2,1,3,2,3,3,3,2,5,3,3,3,56.0,61.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
101,25,569.0,3,2,3,2,3,3,3,3,4,1,3,4,3,3,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
102,38,1576.0,2,2,2,3,2,2,2,2,5,2,4,4,4,2,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
103,25,763.0,4,3,4,2,3,4,3,3,4,2,3,3,2,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,satisfied
104,70,2723.0,4,5,5,5,3,3,3,4,4,4,4,2,4,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
105,36,209.0,5,4,5,4,5,5,5,5,5,2,2,2,5,5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,satisfied
106,41,373.0,5,2,2,2,5,5,5,5,2,5,4,3,2,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,satisfied
107,23,404.0,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
108,18,948.0,1,3,1,3,3,1,3,3,1,2,4,4,4,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,neutral or dissatisfied
109,21,448.0,5,0,5,4,4,5,5,4,4,3,2,4,3,4,8.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
110,39,372.0,3,2,2,2,3,3,4,3,3,3,3,3,3,2,56.0,45.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
111,47,3610.0,5,5,5,5,4,4,4,4,4,4,4,4,4,5,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
112,36,3024.0,4,2,2,2,1,3,4,4,4,4,4,4,4,1,30.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
113,22,325.0,2,2,2,2,2,3,2,2,2,2,3,4,3,2,14.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
114,34,2342.0,2,2,2,4,1,2,1,1,4,2,4,3,5,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
115,16,541.0,1,5,1,3,5,1,5,5,1,2,4,3,5,5,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,neutral or dissatisfied
116,61,300.0,3,1,3,2,2,2,1,3,3,3,3,1,3,1,5.0,28.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
117,21,255.0,5,0,5,1,2,5,2,2,5,4,5,3,4,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
118,46,3859.0200000000004,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
119,48,2565.0,2,3,2,5,2,3,2,5,5,4,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
120,23,377.0,2,2,2,2,2,2,4,2,1,1,3,2,4,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,neutral or dissatisfied
121,36,3545.0,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
122,38,731.0,3,3,3,2,5,3,5,5,4,3,5,5,5,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
123,14,853.0,3,1,3,3,4,3,4,4,1,3,2,4,3,4,12.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
124,25,606.0,4,2,4,4,4,4,2,4,1,3,4,4,4,4,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,neutral or dissatisfied
125,58,3399.0,1,1,1,1,5,5,4,5,5,5,5,4,5,5,0.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
126,38,836.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
127,58,2029.0,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
128,46,2688.0,3,3,3,3,2,4,4,4,4,4,4,5,4,3,99.0,107.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
129,70,1064.0,4,3,4,4,4,5,2,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,satisfied
130,28,1010.0,2,2,2,2,4,4,4,4,2,5,2,4,1,4,31.0,88.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
131,45,3516.0,4,4,4,4,4,3,3,4,4,4,4,2,4,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
132,42,883.0,3,3,3,3,3,3,4,3,5,2,4,3,4,3,22.0,27.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
133,27,1464.0,4,5,5,5,4,4,4,4,3,4,3,4,3,4,73.0,65.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
134,61,2458.0,3,4,4,4,4,2,3,3,3,3,3,4,3,1,5.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
135,43,3811.0,4,4,4,4,2,4,2,4,4,4,4,4,4,5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
136,61,3734.0,3,2,2,2,1,4,4,3,3,3,3,3,3,4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
137,47,2007.0,5,5,5,5,4,5,4,5,5,5,5,3,5,3,10.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
138,11,626.0,3,5,4,5,3,4,3,3,4,5,1,3,4,3,0.0,26.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
139,47,213.0,2,1,1,1,5,2,2,3,3,3,2,1,3,2,74.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
140,25,365.0,2,5,3,2,4,3,4,4,3,3,4,3,4,4,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
141,46,956.0,4,4,4,2,4,5,5,3,3,4,3,4,3,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
142,22,558.0,5,0,5,5,5,5,4,5,2,5,1,4,2,5,10.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
143,25,954.0,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
144,47,1721.0,3,4,3,4,2,3,4,3,3,3,3,3,3,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
145,31,246.0,4,4,4,3,4,4,4,4,2,5,2,2,5,4,1.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
146,37,148.0,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
147,51,1073.0,1,1,2,4,2,2,3,2,3,2,3,2,4,2,19.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
148,53,1546.0,2,2,1,2,5,4,4,5,5,5,5,4,5,3,20.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
149,28,675.0,4,1,4,4,5,4,5,5,4,4,4,1,3,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
150,53,251.0,2,5,0,3,3,5,5,5,5,0,5,4,5,3,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
151,58,1504.0,3,3,3,3,3,4,4,5,5,5,5,4,5,5,29.0,14.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
152,34,1491.0,1,1,1,2,1,1,1,1,5,5,5,3,4,1,59.0,46.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
153,42,2045.0,4,4,4,4,4,5,5,3,3,3,3,4,3,3,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,satisfied
154,18,828.0,5,4,5,4,4,5,2,4,2,1,3,3,5,4,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,satisfied
155,39,74.0,1,1,1,4,5,1,1,5,4,5,4,5,4,5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,neutral or dissatisfied
156,55,2072.0,2,5,2,3,4,4,4,5,5,2,1,5,5,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,neutral or dissatisfied
